item_id,subject
romilly-bounds-education-giles,Endowed public schools (Great Britain)
romilly-bounds-education-giles,Giles Romilly
hearn-east-reveries-studies,Travel
hearn-east-reveries-studies,Japan
orpen-outline-art,General works
drinkwater-outline-literature,Literature
drinkwater-outline-literature,Literature--History and criticism
leacock-footlights,Theater
huneker-overtones-book-temperaments,Music
huneker-overtones-book-temperaments,One author
bradley-oxford-lectures-poetry,William Shakespeare
bradley-oxford-lectures-poetry,Poetry
bradley-oxford-lectures-poetry,William Wordsworth
johns-pagany-native-quarterly,Modernism (Literature)
johns-pagany-native-quarterly,Gertrude Stein
leonard-pageant-english-prose,English literature
whibley-pageantry-life,Biography
wilson-painted-room,First loves
wilson-painted-room,Mate selection
macleish-panic,American drama--20th century
macleish-panic,American drama
fletcher-parables,Religious poetry
wilson-paris-parade,Travel
wilson-paris-parade,France--Paris
ilbert-parliament-history-constitution,Great Britain. Parliament
stewart-parody-outline-history,United States
stewart-parody-outline-history,Parodies
christie-partners-crime,England
christie-partners-crime,Married people
christie-partners-crime,Private investigators
christie-partners-crime,"Beresford, Tuppence (Fictitious character)"
christie-partners-crime,"Beresford, Tommy (Fictitious character)"
carlyle-past-present,Great Britain
carlyle-past-present,Social conditions
carlyle-past-present,Social problems
walkley-pastiche-prejudice,Literature
walkley-pastiche-prejudice,Literature--History and criticism
walkley-pastiche-prejudice,Drama
walkley-pastiche-prejudice,Drama--History and criticism
dunsany-patches-sunlight,Dunsany
belloc-path-rome,Travel
belloc-path-rome,France
belloc-path-rome,Italy
belloc-path-rome,Switzerland
galsworthy-patrician,England
galsworthy-patrician,Manners and customs
galsworthy-patrician,Upper class families
buck-patriot,Historical fiction
shephard-paul-bunyan,Paul Bunyan
saroyan-peace-wonderful,"Short stories, American"
phillpotts-peacock-house-mysteries,"Short stories, English"
phillpotts-peacock-house-mysteries,"Detective and mystery stories, English"
murry-pencillings-little-essays,Literature
murry-pencillings-little-essays,Literature--History and criticism
shaw-perfect-wagnerite,Richard Wagner
mackenzie-pericles,Perikles
mackenzie-pericles,Pericles
pound-personae,American poetry
hoover-persons-hiding,United States
hoover-persons-hiding,Criminals
hoover-persons-hiding,Crime
hoover-persons-hiding,Crime--United States
hoover-persons-hiding,Criminals--United States
barrie-peter-pan,Fantasy
plato-phaedrus,"Philosophy, Ancient"
read-phases-english-poetry,English poetry
read-phases-english-poetry,English poetry--History and criticism
joad-philosophical-aspects-modern,"Philosophy, Modern"
joad-philosophical-aspects-modern,Science--Philosophy
carr-philosophy-benedetto-croce,Aesthetics
carr-philosophy-benedetto-croce,History--Philosophy
carr-philosophy-benedetto-croce,Benedetto Croce
carr-philosophy-benedetto-croce,C - Ferrari
bacon-physical-metaphysical-works,Science--Methodology
bacon-physical-metaphysical-works,Logic
wodehouse-piccadilly-jim,England--London--Piccadilly
melville-pierre-ambiguities,Male authors--Family relationships
melville-pierre-ambiguities,Male authors--Psychology
langland-piers-ploughman,Richard the Redeless
langland-piers-ploughman,Christian pilgrims and pilgrimages
young-pilgrims-rest,South African fiction (English)
benson-pipers-dancer,Triangles (Interpersonal relations)
benson-pipers-dancer,Feminist fiction
johnson-pirate-junk-five,Brigands and robbers
johnson-pirate-junk-five,China--Manchuria
mendes-pitch-lake-story,Trinidad and Tobago
herbst-pity-enough,Women
herbst-pity-enough,Mothers and daughters
herbst-pity-enough,Iowa
herbst-pity-enough,Radicals
synge-plants-personality,Botany
synge-plants-personality,Flowers
pater-plato-platonism,Biography
synge-playboy-western-world,English drama
bryher-players-boy,England
bryher-players-boy,Theater
bryher-players-boy,"Romance fiction, English"
bryher-players-boy,Actors
bryher-players-boy,Francis Beaumont
bryher-players-boy,"Elementary textbooks. Outlines, syllabi, etc."
bryher-players-boy,Theater--England--History--16th century
lawrence-plays,D. H. Lawrence
turgenev-plays-ivan-s,Russian drama
sitwell-pleasures-poetry-critical,English poetry
sitwell-pleasures-poetry-critical,English poetry--History and criticism
lawrence-plumed-serpent,Manners and customs
lawrence-plumed-serpent,Mexico
lawrence-plumed-serpent,Irish fiction
plutarch-plutarchs-lives,Rome (Empire)
plutarch-plutarchs-lives,Greece
tarkington-plutocrat,Americans
tarkington-plutocrat,Europe
tarkington-plutocrat,Dramatists
tarkington-plutocrat,Millionaires
macgreevy-poems,Poetry
emerson-poems,American poetry
eliot-poems,"Poetry, Modern"
eliot-poems,"Poetry, Modern--20th century"
cronyn-poems,American literature
cronyn-poems,Literature
kipling-poems-stories,"Children's stories, English"
kipling-poems-stories,Stories in rhyme
kipling-poems-stories,Children's poetry
tennyson-poems-tennyson,English poetry
tennyson-poems-tennyson,English poetry--19th century
merrild-poet-two-painters,D. H. Lawrence
young-poetical-works-edward,English poetry
young-poetical-works-edward,English poetry--18th century
young-poetical-works-edward,Edward Young
thomson-poetical-works-james,English poetry--Scottish authors
thomson-poetical-works-james,James Thomson
monroe-poetry,Poetry
monroe-poetry,"Poetry, Modern"
ridley-poetry-ordinary-reader,Poetry
ridley-poetry-ordinary-reader,Poetics
croce-poetry-dante,Dante Alighieri
phare-poetry-gerard-manley,Gerard Manley Hopkins
monroe-poets-art,American poetry
monroe-poets-art,English poetry
monroe-poets-art,English poetry--History and criticism
monroe-poets-art,American poetry--20th century--History and criticism
kelly-pogo-party,Swamp animals
huxley-point-counter-point,England
huxley-point-counter-point,"Novelists, English"
huxley-point-counter-point,Intellectual life
huxley-point-counter-point,Intellectuals
allingham-police-funeral,England
allingham-police-funeral,"Campion, Albert (Fictitious character)"
allingham-police-funeral,Private investigators
hayes-political-cultural-history,Politics and government
hayes-political-cultural-history,Europe
aristotle-politics,Political science
gerhardie-polyglots,W. B. Yeats
joyce-pomes-penyeach,Ireland
lyon-pomp-power,World War (1914-1918)
lyon-pomp-power,France
lyon-pomp-power,Great Britain
lyon-pomp-power,Politics and government
lyon-pomp-power,"World War, 1914-1918"
hoult-poor-women,Women
lawrence-pornography-obscenity,Erotic art
lawrence-pornography-obscenity,Pornography
lawrence-pornography-obscenity,Literature and morals
lawrence-pornography-obscenity,Censorship
rosenfeld-port-new-york,American literature
rosenfeld-port-new-york,United States
rosenfeld-port-new-york,American literature--20th century--History and criticism
rosenfeld-port-new-york,Painting
rosenfeld-port-new-york,Painting--United States
rosenfeld-port-new-york,Painters--United States
rosenfeld-port-new-york,Painters
james-portrait-lady,Italy
james-portrait-lady,Married women
james-portrait-lady,Triangles (Interpersonal relations)
james-portrait-lady,Inheritance and succession
james-portrait-lady,Americans
james-portrait-lady,"Archer, Isabel (Fictitious character)"
james-portrait-lady,Fathers and daughters
freeman-portrait-george-moore,George Moore
nathan-portrait-jennie,"Ghost stories, American"
maccarthy-portraits,Great Britain
maccarthy-portraits,Biography
boyd-portraits-real-imaginary,American literature
boyd-portraits-real-imaginary,English literature
boyd-portraits-real-imaginary,English literature--20th century--History and criticism
boyd-portraits-real-imaginary,American literature--20th century--History and criticism
haldane-possible-worlds-essays,Science
haldane-possible-worlds-essays,Medicine
haldane-possible-worlds-essays,Religion and science
bell-pot-boilers,English literature
bell-pot-boilers,Literature
bell-pot-boilers,Literature--History and criticism
bell-pot-boilers,English literature--History and criticism
bell-pot-boilers,Art
macaulay-potterism,Rose Macaulay
bojer-power-lie,Norway
ward-powys-brothers-study,"Authors, English"
ward-powys-brothers-study,John Cowper Powys
ward-powys-brothers-study,Theodore Francis Powys
ward-powys-brothers-study,Llewelyn Powys
rossetti-pre-raphaelite-diaries,England
rossetti-pre-raphaelite-diaries,Pre-Raphaelitism--England
rossetti-pre-raphaelite-diaries,General works
rossetti-pre-raphaelite-diaries,Ford Madox Brown
rossetti-pre-raphaelite-diaries,Pre-Raphaelitism
rossetti-pre-raphaelite-diaries,"Correspondence (Rossetti, Dante Gabriel)"
rossetti-pre-raphaelite-diaries,Dante Gabriel Rossetti
rossetti-pre-raphaelite-diaries,William Michael Rossetti
edel-prefaces-henry-james,Henry James
mencken-prejudices-first-series,American literature
mencken-prejudices-first-series,American essays
mencken-prejudices-first-series,American essays--20th century
rhys-prelude-poetry,Poetry
fletcher-preludes-symphonies,American poetry
coward-present-indicative,Great Britain
coward-present-indicative,Actors
coward-present-indicative,"Dramatists, English"
coward-present-indicative,Noel Coward
trollope-prime-minister,England--London
trollope-prime-minister,"Palliser, Plantagenet (Fictitious character)"
trollope-prime-minister,Prime ministers
james-primitive-ritual-belief,Australia
kessel-princes-night,Jack Kahane
moore-principia-ethica,Philosophy. Methodology. Relation to other topics
richards-principles-literary-criticism,Criticism
chamberlin-private-character-queen,Elizabeth
erskine-private-life-helen,Helen
russell-problem-china,Civilization
russell-problem-china,Politics and government
russell-problem-china,Diplomatic relations
russell-problem-china,China
freud-problem-lay-analyses,Psychoanalysis
freud-problem-lay-analyses,Sigmund Freud
russell-problems-philosophy,"Knowledge, Theory of"
russell-problems-philosophy,English and American
russell-problems-philosophy,Metaphysics
russell-problems-philosophy,Philosophy
whitehead-process-reality,René Descartes
whitehead-process-reality,Immanuel Kant
huneker-promenades-impressionist,Polyglot
drinkwater-prose-papers,English poetry
drinkwater-prose-papers,English poetry--History and criticism
flexner-prostitution-europe,Prostitution
lawrence-psychoanalysis-unconscious,Psychoanalysis
carpenter-psychology-poet-shelley,Percy Bysshe Shelley
nicolson-public-faces,Middle East
nicolson-public-faces,Imaginary wars and battles
benson-pull-devil-pull,Soviet Union
das-purdah-status-indian,Women
das-purdah-status-indian,India
das-purdah-status-indian,Women--India
ofaolain-purse-coppers-short,"Short stories, English"
guedalla-queen-mr-gladstone,Great Britain
guedalla-queen-mr-gladstone,Victoria
guedalla-queen-mr-gladstone,W. E. Gladstone
neale-queen-elizabeth,Elizabeth
tennyson-queen-mary-drama,Mary
rhys-rabindranath-tagore-biographical,"Authors, Bengali"
rhys-rabindranath-tagore-biographical,Rabindranath Tagore
frank-rahab,Prostitutes
fox-ralph-fox-writer,Socialism
fox-ralph-fox-writer,Ralph Fox
zinsser-rats-lice-history,Epidemics
zinsser-rats-lice-history,Rats as carriers of disease
zinsser-rats-lice-history,Typhus fever
zinsser-rats-lice-history,Lice
zinsser-rats-lice-history,Epidemics--History
waln-reaching-stars,Travel
waln-reaching-stars,Social conditions
waln-reaching-stars,Germany
nicoll-readings-british-drama,English drama
santayana-realm-essence,Ontology
santayana-realm-essence,Being. Nature of reality. Substance. First philosophy
wiggin-rebecca-sunnybrook-farm,Education
wiggin-rebecca-sunnybrook-farm,Girls
wiggin-rebecca-sunnybrook-farm,Sisters
wiggin-rebecca-sunnybrook-farm,Poverty
wiggin-rebecca-sunnybrook-farm,Inheritance and succession
wiggin-rebecca-sunnybrook-farm,Aunts
wiggin-rebecca-sunnybrook-farm,Farm life
wiggin-rebecca-sunnybrook-farm,Conduct of life
wiggin-rebecca-sunnybrook-farm,Children--Conduct of life
wiggin-rebecca-sunnybrook-farm,Youth--Conduct of life
wiggin-rebecca-sunnybrook-farm,Friendship
wiggin-rebecca-sunnybrook-farm,Kindness
wiggin-rebecca-sunnybrook-farm,Maine
wiggin-rebecca-sunnybrook-farm,Imagination
morris-rebellious-puritan-portrait,Nathaniel Hawthorne
monro-recent-poetry-1923,English poetry
monro-recent-poetry-1923,English poetry--20th century
figgis-recollections-irish-war,Ireland
stendhal-red-black,France
stendhal-red-black,Conduct of life
stout-red-bull-buried,New York (State)--New York
stout-red-bull-buried,Private investigators
stout-red-bull-buried,"Wolfe, Nero (Fictitious character)"
davies-red-hills,Wales
packard-red-ledger,Man-woman relationships
packard-red-ledger,Vendetta
deeping-red-saint,Great Britain
deeping-red-saint,Barons' War (Great Britain : 1263-1267)
forsythe-redder-rose,Manners and customs
forsythe-redder-rose,United States
forsythe-redder-rose,Intellectual life
forsythe-redder-rose,Radicalism in literature
bennett-regent-five-towns,England--London
bennett-regent-five-towns,City and town life
dickinson-religion-immortality,Immortality--Christianity
dickinson-religion-immortality,"Addresses, essays, lectures, sermons, etc."
plato-republic,Utopias
plato-republic,Political science
goldring-reputations-essays-criticism,English literature
goldring-reputations-essays-criticism,English literature--20th century--History and criticism
chesterton-resurrection-rome,Italy--Rome
gide-retouches-retour-u,Travel
gide-retouches-retour-u,Soviet Union
gide-retouches-retour-u,Communism
gide-retouches-retour-u,Communism--Soviet Union
hardy-return-native,England--Wessex
hardy-return-native,Adultery
hardy-return-native,Mate selection
hardy-return-native,Heathlands
hardy-return-native,People with visual disabilities
hardy-return-native,Mothers and sons
yeats-reveries-childhood-youth,Ireland
yeats-reveries-childhood-youth,Manners and customs
yeats-reveries-childhood-youth,W. B. Yeats
yeats-reveries-childhood-youth,"Poets, Irish"
meredith-rhoda-fleming,Sisters
meredith-rhoda-fleming,Great Britain
meredith-rhoda-fleming,Adultery
chamberlain-richard-wagner,Richard Wagner
belloc-richelieu-study,France
belloc-richelieu-study,Armand Jean du Plessis Richelieu
montague-right-place-book,Francis
russell-right-happy,Sexual ethics
russell-right-happy,Life
russell-right-happy,Happiness
cabell-rivet-grandfathers-neck,Middle Ages
colum-road-round-ireland,Travel
colum-road-round-ireland,Ireland
colum-road-round-ireland,Manners and customs
colum-road-round-ireland,English literature--Irish authors
colum-road-round-ireland,English literature--Irish authors--History and criticism
londres-road-buenos-ayres,Prostitution
londres-road-buenos-ayres,Argentina
orwell-road-wigan-pier,English fiction
orwell-road-wigan-pier,English fiction--20th century
lowes-road-xanadu,Samuel Taylor Coleridge
young-robert-bridges-critical,Robert Bridges
baring-robert-peckham,Robert Peckham
boyd-roll-river,North Carolina
boyd-roll-river,"Authors, American"
weekley-romance-words,English language--Semantics
weekley-romance-words,English language--Etymology
borrow-romano-lavo-lil,England
borrow-romano-lavo-lil,Romanies
borrow-romano-lavo-lil,Romanies--Language
borrow-romano-lavo-lil,Romanies--England
carr-romantic-exiles-nineteenth,Aleksandr Herzen
carr-romantic-exiles-nineteenth,Georg Herwegh
carr-romantic-exiles-nineteenth,N. P. Ogarev
chester-round-green-cloth,Gambling
conrad-rover,Napoleonic Wars (1800-1815)
irwin-royal-flush-story,France
irwin-royal-flush-story,Great Britain
irwin-royal-flush-story,Henriette-Anne Orléans
stern-rueful-mating,Gifted children
wickenden-running-deer,Parent and child
wickenden-running-deer,Aunts
saint-francis-assisi,Francis
thompson-saint-ignatius-loyola,Ignatius
shaw-saint-joan-chronicle,Joan
isherwood-sally-bowles,Germany--Berlin
wells-salvaging-civilization-probable,Civilization
wells-salvaging-civilization-probable,Education
wells-salvaging-civilization-probable,"Civilization, Modern--20th century"
wells-salvaging-civilization-probable,"Civilization, Modern"
fry-sampler-castile,Travel
fry-sampler-castile,Spain
garnett-samuel-butler-family,Samuel Butler
samuel-pepys,Samuel Pepys
dobson-samuel-richardson,Samuel Richardson
hergesheimer-san-cristobal-habana,Travel
hergesheimer-san-cristobal-habana,Manners and customs
hergesheimer-san-cristobal-habana,Joseph Hergesheimer
hergesheimer-san-cristobal-habana,Cuba--Havana
faulkner-sanctuary,Kidnapping
faulkner-sanctuary,Rape
faulkner-sanctuary,Women--Crimes against
geller-sarah-bernhardt,Sarah Bernhardt
santayana-scepticism-animal-faith,Skepticism
santayana-scepticism-animal-faith,Belief and doubt
huxley-science-education-essays,Science--Study and teaching
huxley-science-education-essays,Joseph Priestley
huxley-science-hebrew-tradition,Science
huxley-science-hebrew-tradition,Evolution
huxley-science-hebrew-tradition,Paleontology
huxley-science-hebrew-tradition,Bible and science
whitehead-science-modern-world,Science
huxley-scientist-among-soviets,Social conditions
huxley-scientist-among-soviets,Soviet Union
huxley-scientist-among-soviets,Communism
huxley-scientist-among-soviets,Communism--Soviet Union
waugh-scoop,Great Britain
waugh-scoop,War correspondents
waugh-scoop,Press
waugh-scoop,Press--Great Britain
gollomb-scotland-yard,England--London
gollomb-scotland-yard,Police
gollomb-scotland-yard,France--Paris
gollomb-scotland-yard,Germany--Berlin
gollomb-scotland-yard,Crime
gollomb-scotland-yard,Austria--Vienna
haskell-sculptor-speaks,England
haskell-sculptor-speaks,Sculptors
haskell-sculptor-speaks,Jacob Epstein
lawrence-sea-sardinia,Travel
lawrence-sea-sardinia,Italy--Sardinia
tomlinson-sea-jungle,Travel
tomlinson-sea-jungle,Amazon River
tomlinson-sea-jungle,South America--Madeira River
tomlinson-sea-jungle,Brazil
rittenhouse-second-book-modern,American poetry--20th century
rittenhouse-second-book-modern,American poetry
vorse-second-cabin,Cruise ships
vorse-second-cabin,"Women authors, American"
second-generation,Naval battles
second-generation,Warships
pinero-second-mrs-tanqueray,English drama
pinero-second-mrs-tanqueray,English drama--19th century
hanighen-secret-war-war,World politics
hanighen-secret-war-war,Petroleum industry and trade
lamb-selected-letters-charles,Charles Lamb
pound-selected-poems,American poetry--20th century
pound-selected-poems,American poetry
brooke-selected-poems,Developing countries
brooke-selected-poems,Economic development
bennett-self-self-management,Conduct of life
bennett-self-self-management,1901-1950
eeman-self-superman-technique,Mental health
eeman-self-superman-technique,Consciousness
eeman-self-superman-technique,Mental discipline
dekker-seven-deadly-sinnes,Black Death
dekker-seven-deadly-sinnes,Plague
dekker-seven-deadly-sinnes,Deadly sins
ruskin-seven-lamps-architecture,Painting
ruskin-seven-lamps-architecture,Works for general readers
ruskin-seven-lamps-architecture,Architecture
lawrence-seven-pillars-wisdom,"Seven pillars of wisdom (Lawrence, T. E.)"
lawrence-seven-pillars-wisdom,T. E. Lawrence
schermerhorn-seven-strings-lyre,George Sand
bloch-sexual-life-time,Sex
bloch-sexual-life-time,Sexual ethics
smith-shadow-river,Africa
smith-shadow-river,Hunters
smith-shadow-river,Swindlers and swindling
murry-shakespeare,William Shakespeare
shakespeare-songs-sonnets,"Sonnets, English"
shakespeare-songs-sonnets,"Songs, English"
dowden-shakspere-critical-study,William Shakespeare
bradley-shakespearean-tragedy-lectures,William Shakespeare
bradley-shakespearean-tragedy-lectures,Criticism and interpretation
hamsun-shallow-soil,Norway
oflaherty-shame-devil,Liam O'Flaherty
thompson-shelley,Percy Bysshe Shelley
brailsford-shelley-godwin-circle,Intellectual life
brailsford-shelley-godwin-circle,Great Britain
brailsford-shelley-godwin-circle,Percy Bysshe Shelley
brailsford-shelley-godwin-circle,Friendship
brailsford-shelley-godwin-circle,William Godwin
peck-shelley-life-work,Percy Bysshe Shelley
peck-shelley-life-work,"Poets, English"
sassoon-sherstons-progress,World War (1914-1918)
green-short-history-english,Great Britain
newman-short-storys-mutations,Short stories
rhys-shorter-novels-eighteenth,English fiction
rhys-shorter-novels-eighteenth,English fiction--18th century
ferber-show-boat,Gamblers
ferber-show-boat,Interracial marriage
ferber-show-boat,Showboats
ferber-show-boat,Women entertainers
ferber-show-boat,Mississippi River
einstein-sidelights-relativity,Relativity (Physics)
leslie-silent-queen,Big business
gosse-silhouettes,Literature
gosse-silhouettes,Literature--History and criticism
bell-since-cezanne,Polyglot
bell-since-cezanne,Art
bell-since-cezanne,Post-impressionism (Art)
hall-sinister-house,Dwellings
hall-sinister-house,Couples
greville-sir-fulke-grevilles,Philip Sidney
symonds-sir-philip-sidney,Philip Sidney
konody-sir-william-orpen,William Orpen
dreiser-sister-carrie,Mistresses
dreiser-sister-carrie,New York (State)--New York
dreiser-sister-carrie,Young women
dreiser-sister-carrie,Illinois--Chicago
wodehouse-small-bachelor,England
wodehouse-small-bachelor,Upper class--Social life and customs
trollope-small-house-allington,England
trollope-small-house-allington,Manners and customs
trollope-small-house-allington,Country life
trollope-small-house-allington,Clergy
trollope-small-house-allington,"Palliser, Plantagenet (Fictitious character)"
trollope-small-house-allington,Barsetshire (England : Imaginary place)
turgenev-smoke,Manners and customs
turgenev-smoke,Russia
ferber-big,Historical fiction
ferber-big,Western stories
ferber-big,Bildungsromans--History and criticism
ferber-big,Bildungsromans
young-red-rose,United States
young-red-rose,American Civil War (1861-1865)
laughlin-youre-going-paris,France--Paris
faulkner-soldiers-pay,World War (1914-1918)
faulkner-soldiers-pay,Veterans
caldwell-american-people,United States
caldwell-american-people,Working class
caldwell-american-people,Economic history
caldwell-american-people,Working class--United States
raleigh-authors-collection-literary,English literature
raleigh-authors-collection-literary,Literature
raleigh-authors-collection-literary,Literature--History and criticism
raleigh-authors-collection-literary,English literature--History and criticism
rutter-contemporary-artists,General works
johnson-contemporary-novelists-women,Women authors
nicolson-people,Characters and characteristics
cabell-something-eve-comedy,United States
cabell-something-eve-comedy,State flowers
ludwig-man,1801-1950
mukerji-mother-india-answers,Women
mukerji-mother-india-answers,Social conditions
mukerji-mother-india-answers,India
mukerji-mother-india-answers,Women--India
mukerji-mother-india-answers,"Mother India (Mayo, Katherine)"
mukerji-mother-india-answers,Katherine Mayo
murry-woman-story-h,D. H. Lawrence
eliot-song-simeon,Nunc dimittis
eliot-song-simeon,Paraphrase
cather-song-lark,Young women
cather-song-lark,Opera
cather-song-lark,Colorado
cather-song-lark,Children of clergy
cather-song-lark,Women singers
cather-song-lark,Illinois--Chicago
cather-song-lark,Swedish Americans
cather-song-lark,Musical fiction
deeping-sorrell,Social classes
faulkner-sound-fury,Mississippi
pipkin-southern-review,American periodicals
soviet-russia,Social conditions
soviet-russia,Soviet Union
soviet-russia,Economic history
soviet-russia,Politics and government
soviet-russia,Socialism
soviet-russia,Soviets (Councils)
soviet-russia,Socialism--Soviet Union
struve-soviet-russian-literature,Russian literature
struve-soviet-russian-literature,Russian literature--20th century--History and criticism
smith-spanish-house,Romanies
smith-spanish-house,Belgium
koestler-spanish-testament,Spain
koestler-spanish-testament,Civil War (Spain : 1936-1939)
whitman-specimen-days-america,Civilization
whitman-specimen-days-america,United States
whitman-specimen-days-america,"Poets, American"
whitman-specimen-days-america,Walt Whitman
morris-specimens-early-english,"English literature--Middle English, 1100-1500"
morris-specimens-early-english,English literature--Middle English
abercrombie-speculative-dialogues,English drama
abercrombie-speculative-dialogues,English drama--20th century
kaye-smith-spell-land-story,England--Sussex
van-vechten-spider-boy-scenario,New York (State)--New York
van-vechten-spider-boy-scenario,Gay authors
brady-spirit-structure-german,Social conditions
brady-spirit-structure-german,Germany
brady-spirit-structure-german,Politics and government
brady-spirit-structure-german,Fascism
brady-spirit-structure-german,National socialism
brady-spirit-structure-german,Fascism--Germany
james-spoils-poynton,Manners and customs
james-spoils-poynton,United States
james-spoils-poynton,Americans
james-spoils-poynton,Europe
mckay-spring-new-hampshire,Miscellaneous collections
wolf-springboard,Parent and child
wolf-springboard,Families
chesterton-st-francis-assisi,Italy
chesterton-st-francis-assisi,Francis
chesterton-st-francis-assisi,Franz
chesterton-st-francis-assisi,Christian saints
studebaker-standard-service-arithmetic,Arithmetic--Study and teaching
paul-elliot-stars-stripes-forever,United States
paul-elliot-stars-stripes-forever,Strikes and lockouts--United States
paul-elliot-stars-stripes-forever,Labor unions--United States
paul-elliot-stars-stripes-forever,Labor movement
paul-elliot-stars-stripes-forever,Strikes and lockouts
paul-elliot-stars-stripes-forever,Labor unions
ruskin-stones-venice,Architecture
ruskin-stones-venice,Italy--Venice
ruskin-stones-venice,Architecture--Italy--Venice
storm,"Detective and mystery stories, American"
burnett-story-anthology-1931,"Short stories, American"
burnett-story-anthology-1931,Short stories
wells-story-great-schoolmaster,F. W. Sanderson
harrison-story-elizabethan-drama,"English drama--Early modern and Elizabethan, 1500-1600--History and criticism"
harrison-story-elizabethan-drama,English drama--Early modern and Elizabethan
bowman-story-lewis-carroll,Lewis Carroll
jefferies-story-heart-autobiography,England
jefferies-story-heart-autobiography,"Authors, English"
jefferies-story-heart-autobiography,Richard Jefferies
jefferies-story-heart-autobiography,Naturalists
munthe-story-san-michele,Europe
munthe-story-san-michele,Physicians
munthe-story-san-michele,Homes
munthe-story-san-michele,Adventure and adventurers
munthe-story-san-michele,Italy--Capri Island
munthe-story-san-michele,Axel Munthe
bercovici-story-gypsies,Romanies
noguchi-story-yone-noguchi,Yoné Noguchi
west-strange-necessity-essays,American literature
west-strange-necessity-essays,English literature
west-strange-necessity-essays,English literature--20th century--History and criticism
west-strange-necessity-essays,American literature--20th century--History and criticism
bennett-strange-vanguard-fantasia,English fiction
london-strength-strong,Socialism
ellis-studies-psychology-sex,Sex
jeffers-counsels-gave-poems,American poetry--20th century
jeffers-counsels-gave-poems,American poetry
maugham-summing,Philosophy
maugham-summing,W. Somerset Maugham
hemingway-sun-also-rises,Spain
hemingway-sun-also-rises,France
hemingway-sun-also-rises,Americans
hemingway-sun-also-rises,"Ashley, Brett (Fictitious character)"
hemingway-sun-also-rises,Expatriation
quennell-superficial-journey-tokyo,Travel
quennell-superficial-journey-tokyo,Japan--Tokyo
quennell-superficial-journey-tokyo,China--Beijing
cole-superintendent-wilsons-holiday,Great Britain
cole-superintendent-wilsons-holiday,Police
lodge-survival-man-study,Parapsychology
kaye-smith-susan-spray,Fiction
proust-swanns-way,France
proust-swanns-way,Social conditions
proust-swanns-way,Obsessive-compulsive disorder
larsen-swedens-best-stories,"Short stories, Swedish"
ball-swifts-verse-essay,Jonathan Swift
rossi-swift-egotist,Jonathan Swift
nicolson-swinburne,Algernon Charles Swinburne
welby-swinburne-critical-study,Algernon Charles Swinburne
drinkwater-swinburne-estimate,Algernon Charles Swinburne
graham-swiss-sonata,Canadian fiction
endore-sword-god-jeanne,Joan
whitehead-symbolism-meaning-effect,Symbolism
whitehead-symbolism-meaning-effect,Symbolism (Psychology)
liddell-hart-e-lawrence-arabia,World War (1914-1918)
liddell-hart-e-lawrence-arabia,T. E. Lawrence
liddell-hart-e-lawrence-arabia,"World War, 1914-1918--Arabian Peninsula"
liddell-hart-e-lawrence-arabia,Arabian Peninsula
confucius-hio-great-learning,"Philosophy, Chinese"
dennis-tail-comet,Alfred L. P. Dennis
dennis-tail-comet,George Washington Cable
murasaki-shikibu-tale-genji,Manners and customs
murasaki-shikibu-tale-genji,Man-woman relationships
murasaki-shikibu-tale-genji,Japan
murasaki-shikibu-tale-genji,Princes--Japan
murasaki-shikibu-tale-genji,Aristocracy (Social class)
murasaki-shikibu-tale-genji,Princes
murasaki-shikibu-tale-genji,Courts and courtiers
dickens-tale-two-cities,Large type books
lawrence-tales-h-lawrence,"Short stories, English"
mann-tales-jacob,Josep Aragay
poe-tales-mystery-imagination,"Detective and mystery stories, American"
wells-tales-unexpected,"Paranormal fiction, English"
ludwig-talks-mussolini,Italy
ludwig-talks-mussolini,Fascism
ludwig-talks-mussolini,Benito Mussolini
ludwig-talks-mussolini,Fascism--Italy--History
ludwig-talks-mussolini,Heads of state
jeffers-tamar-poems,American poetry--20th century
jeffers-tamar-poems,American poetry
lamb-tamerlane-earth-shaker,Timur
shakespeare-taming-shrew,English drama
williamson-tarka-otter-joyful,Otters
ellis-task-social-hygiene,Eugenics
ellis-task-social-hygiene,Women--Social and moral questions
ellis-task-social-hygiene,Sexual ethics
loving-ten-minute-plays,Drama
lowell-tendencies-modern-american,American poetry
lowell-tendencies-modern-american,American poetry--20th century--History and criticism
fitzgerald-tender-night,Romance fiction
fitzgerald-tender-night,Psychological fiction
fitzgerald-tender-night,Psychiatrists
fitzgerald-tender-night,Wealth--Moral and ethical aspects
fitzgerald-tender-night,France--Riviera
hardy-tess-durbervilles,England
hardy-tess-durbervilles,Manners and customs
hardy-tess-durbervilles,Young women
hardy-tess-durbervilles,England--Wessex
brittain-testament-youth,World War (1914-1918)
brittain-testament-youth,Vera Brittain
trollope-thackeray,William Makepeace Thackeray
maugham-theatre,England
maugham-theatre,English drama
maugham-theatre,Drama
maugham-theatre,Theater
maugham-theatre,English drama--History and criticism
maugham-theatre,Drama--History and criticism
maugham-theatre,Theater--England--History
isaacs-theatre-arts-monthly,Theater
strachey-theory-practice-socialism,Socialism
carritt-theory-beauty,Aesthetics
young-seek-country,South Africa
christie-thirteen-dinner,England
christie-thirteen-dinner,Private investigators
christie-thirteen-dinner,Hercule Poirot
bailey-mr-fortune-2,Detective and mystery stories
bailey-mr-fortune-2,Short stories
walsh-quarter,Literature
